lot_identifier,main_cam_url,main_cam_lot_seek_hms,main_cam_lot_duration_secs,main_lot_startedAt,secondary_cam_url,secondary_cam_lot_seek_hms,secondary_cam_lot_seek_secs,secondary_cam_lot_duration_secs,cat_noInLot,cat_breedCode,cat_weightKgs,cat_sex,cat_ageInMonths,cat_ageInDays,owner_id
wSRSPgQo9H9IXAsbvgTq-Gvmf7gk5PotcWYFOcGAI-69,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,0:47:0,19,2022-01-27T11:52:31.727Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,0:45:45,2745,74,,FR,,MALE,1,50,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-LlJJ9xpcPAR0qiibzLyx-70,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,0:47:20,22,2022-01-27T11:52:51.601Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,0:47:0,2820,19,,FR,,MALE,1,57,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-TEEcHlJKSqVpvfnBoVoA-96,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,0:54:3,113,2022-01-27T11:59:34.170Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,0:53:36,3216,26,,FR,,MALE,0,22,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-r2XqNz7Cpkk38o7iTRPi-100,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,1:1:1,24,2022-01-27T12:06:32.851Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,1:0:33,3633,26,,FR,,MALE,1,28,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-V5xzxG72IFUJX4O2GM03-105,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,1:5:53,22,2022-01-27T12:11:24.532Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,1:5:13,3913,39,,FR,,MALE,2,59,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-jYx6sRI14NnYsPnOhbM5-116,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,1:12:51,27,2022-01-27T12:18:22.341Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,1:12:20,4340,27,,FR,,MALE,3,113,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-LaRxu6ofX7qjFIFcDqIZ-130,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,1:17:14,45,2022-01-27T12:22:45.357Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,1:16:47,4607,26,,FR,,MALE,1,31,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-LemMR3NAA9RzMMqCExj3-180,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,1:35:41,40,2022-01-27T12:41:12.295Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,1:34:13,5653,87,,FR,,MALE,2,61,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-QcvFvmUF55is89OHmzki-184,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,1:36:22,27,2022-01-27T12:41:53.311Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,1:35:41,5741,40,,FR,,MALE,0,26,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-tWkiCRKYy8aOYMctbBdr-185,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,1:37:2,5,2022-01-27T12:42:33.228Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,1:36:22,5782,27,,FR,,MALE,4,127,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-2igepEm41zjnybBw4s71-241,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,2:1:32,57,2022-01-27T13:07:03.948Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,2:0:31,7231,60,,FR,,MALE,2,64,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-vaLbZcRM9UFtM72F4Cn3-262,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,2:4:49,52,2022-01-27T13:10:20.995Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,2:4:4,7444,31,,FR,,MALE,1,43,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-tFsvE8WOpZUJlUD9ywgm-234,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,2:5:42,36,2022-01-27T13:11:13.641Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,2:4:49,7489,52,,FR,,MALE,5,177,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-IOx53KHBPmV29736K7pX-236,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,2:8:13,36,2022-01-27T13:13:44.580Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,2:6:43,7603,90,,FR,,MALE,5,166,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-FbexKr4tjincyndZGZmv-243,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,2:16:55,32,2022-01-27T13:22:26.339Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,2:16:16,8176,38,,FR,,MALE,3,98,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-gZAITDtF6aKc599k8TiO-275,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,2:30:9,35,2022-01-27T13:35:40.884Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,2:27:46,8866,142,,FR,,MALE,0,21,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-RTVT6mkQSpI82xPI03Bk-277,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,2:31:32,20,2022-01-27T13:37:03.795Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,2:30:46,9046,46,,FR,,MALE,0,26,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-JPKql48j2Y64y1I6uHQo-575,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,3:30:20,47,2022-01-27T14:35:51.254Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,3:29:35,12575,44,,FR,,MALE,5,179,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-Mbwmi0ukGJODNlrMxNRL-585,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,3:31:7,36,2022-01-27T14:36:38.869Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,3:30:20,12620,47,,FR,,MALE,5,177,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-vxtLbe7HVaZfr4ZUJsEv-582,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,3:31:44,42,2022-01-27T14:37:15.987Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,3:31:7,12667,36,,FR,,MALE,4,121,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-fjglE5gI1CZmvtkLslSg-574,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,3:32:28,43,2022-01-27T14:37:59.501Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,3:31:44,12704,42,,FR,,MALE,3,114,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-cdSF8XfitUTHlR82Faqw-589,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,3:37:34,91,2022-01-27T14:43:05.980Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,3:36:48,13008,45,,FR,,FEMALE,15,478,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-biSJXeGvKcFl0UiX815y-607,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,3:53:26,25,2022-01-27T14:58:57.704Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,3:52:5,13925,80,,FR,190,MALE,8,254,alnft5S1MAWbusoVXbvafncTjOX2
wSRSPgQo9H9IXAsbvgTq-7K4pSRLSsyv9XGR480Rd-606,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643281531.mp4,3:54:3,63,2022-01-27T14:59:34.509Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643281535.mp4,3:53:26,14006,25,,FR,390,MALE,15,476,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-NP8PgKQfo8mNjJBV3ISs-220,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,0:15:12,17,2022-02-03T11:15:53.032Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,0:14:18,858,42,,FR,,MALE,2,43,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-OKAmvnopIkTbtx1NFoBx-258,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,0:31:16,20,2022-02-03T11:31:57.443Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,0:30:13,1813,38,,FR,,MALE,1,15,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-dQ2Wjn0GcWIsqJAorIgg-248,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,0:33:49,15,2022-02-03T11:34:30.226Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,0:32:43,1963,54,,FR,,MALE,1,25,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-MEG011pt3jMBUF8wNAdO-268,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,0:37:8,50,2022-02-03T11:37:49.905Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,0:35:58,2158,70,,FR,,MALE,1,28,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-KxL7gR3cCiNPXhi3fMiD-347,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,0:53:55,93,2022-02-03T11:54:36.820Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,0:53:6,3186,28,,FR,,MALE,5,155,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-txLOYbRN79rmZHQyjzJq-374,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,1:40:10,26,2022-02-03T12:40:51.411Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,1:39:37,5977,24,,FR,,MALE,1,14,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-uhA9m4qFHgYujiT2sdxK-380,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,1:43:35,30,2022-02-03T12:44:16.895Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,1:42:54,6174,41,,FR,,MALE,1,27,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-SOAe6Ztc11hsBxYVAiGq-19,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,2:2:46,23,2022-02-03T13:03:27.824Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:1:31,7291,72,,FR,,MALE,1,29,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-T5pAkW4PvO0rDeYxQInz-41,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,2:8:21,60,2022-02-03T13:09:02.781Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:7:37,7657,43,,FR,,MALE,5,127,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-pdbEI9ExmzNi64AZwtjW-47,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,2:18:55,24,2022-02-03T13:19:36.851Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:18:24,8304,22,,FR,,MALE,3,70,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-IgUnrUVFVk11oEwSS366-669,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,2:35:59,27,2022-02-03T13:36:40.246Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:35:18,9318,30,,FR,260,MALE,8,229,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-NhtLMFjdjzRwu6e87BgY-670,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,2:36:41,26,2022-02-03T13:37:22.108Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:35:59,9359,27,,FR,270,FEMALE,13,386,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-wyDPSkxOwOf8lUNdNh91-673,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,2:38:40,29,2022-02-03T13:39:21.056Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:37:54,9474,32,,FR,240,MALE,15,445,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-LSAJ5wVTziMfkwp8HiZI-707,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,2:58:23,70,2022-02-03T13:59:04.490Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:57:47,10667,35,,FR,280,MALE,11,322,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-8wM6GMcJcyWn4RLjWAwk-706,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,2:59:34,17,2022-02-03T14:00:15.272Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:58:23,10703,70,,FR,340,MALE,14,422,alnft5S1MAWbusoVXbvafncTjOX2
yUDa9GHpwrEGx4JH8xYg-BQLP9BT13GRvWzgUS5cN-709,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1643886041-5.mp4,3:0:0,22,2022-02-03T14:00:41.636Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1643886045-5.mp4,2:59:34,10774,17,,FR,280,MALE,9,273,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-0Ok8nz3NqAY9nXCisnPN-21,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:0:43,35,2021-12-15T10:45:47.732Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:1:21,81,1653,,FR,,FEMALE,31,953,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-xE1IsK5XezJOEPJPepS4-23,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:2:3,37,2021-12-15T10:47:07.365Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:1:28,88,34,,FR,,FEMALE,165,5022,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-is8g0250OEi3RiVnNtMp-20,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:3:30,46,2021-12-15T10:48:34.318Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:2:40,160,49,,FR,,FEMALE,166,5048,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-gYOkaqJPfWerTgRS8qs1-36,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:7:22,35,2021-12-15T10:52:26.409Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:6:30,390,51,,FR,,FEMALE,87,2651,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-EyTZwDPrbcMTlx5zL72d-28,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:8:37,31,2021-12-15T10:53:41.821Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:7:58,478,39,,FR,,FEMALE,98,2988,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-V4HeQormuz7QZBTy58K7-26,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:9:19,23,2021-12-15T10:54:23.392Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:8:37,517,31,,FR,,FEMALE,97,2957,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-VVvngbcp2UwQx9ejMujs-27,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:9:50,41,2021-12-15T10:54:54.826Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:9:19,559,23,,FR,,FEMALE,72,2180,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-99odK7rie72cwFJRea9y-29,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:10:32,26,2021-12-15T10:55:36.767Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:9:50,590,41,,FR,,FEMALE,135,4119,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-S1b1f8M3htqnu1auMzM8-25,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:10:59,34,2021-12-15T10:56:03.834Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:10:32,632,26,,FR,,FEMALE,75,2271,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-WmW0gPuiwlpttbgW4BD7-74,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:22:33,46,2021-12-15T11:07:37.371Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:21:27,1287,65,,FR,,FEMALE,24,740,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-hsbugrp26PK7029PKNrr-66,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:23:32,51,2021-12-15T11:08:36.354Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:22:33,1353,46,,FR,,FEMALE,163,4960,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-mA7p9AYID7obSckPDYnp-67,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:24:24,55,2021-12-15T11:09:28.081Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:23:32,1412,51,,FR,,FEMALE,98,2975,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-Y7CUd66tPpJSKJDUxCOf-72,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:26:18,23,2021-12-15T11:11:22.704Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:25:20,1520,36,,FR,,FEMALE,50,1530,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-CWBPf52Rp84SISfx6jw1-77,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:27:18,46,2021-12-15T11:12:22.366Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:26:42,1602,20,,FR,,FEMALE,78,2370,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-UvzRZ0W5US6fJUexeRQY-69,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:28:9,44,2021-12-15T11:13:13.125Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:27:18,1638,46,,FR,,FEMALE,84,2566,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-kspC6JCCkywOP7d6zEoO-76,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:28:54,34,2021-12-15T11:13:58.227Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:28:9,1689,44,,FR,,FEMALE,153,4647,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-HSYzSnlqQC52bsLhNU3H-68,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:29:29,36,2021-12-15T11:14:33.195Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:28:54,1734,34,,FR,,FEMALE,52,1573,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-zVmhfiUPPRIZ09gV8Xr6-79,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:30:31,42,2021-12-15T11:15:35.908Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:30:6,1806,23,,FR,,FEMALE,74,2263,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-WwptKNmKE2F8R0wlxY75-86,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:31:14,18,2021-12-15T11:16:18.446Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:30:31,1831,42,,FR,,FEMALE,56,1692,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-ChWFqWBligJp9JRbVQCv-78,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:34:6,32,2021-12-15T11:19:10.216Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:33:36,2016,22,,FR,,FEMALE,49,1495,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-xdZykjhlzlL2Bky5RvxB-85,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:35:55,41,2021-12-15T11:20:59.127Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:35:15,2115,24,,FR,,FEMALE,58,1752,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-83SEMQKhowUXpFESJANn-89,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:36:41,24,2021-12-15T11:21:45.452Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:35:55,2155,41,,FR,620,FEMALE,80,2441,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-ap0aChyOQCktV2NffoIX-88,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:39:1,49,2021-12-15T11:24:05.225Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:37:57,2277,58,,FR,660,FEMALE,110,3358,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-EaZpBwTEMsHQrDtCIlqc-90,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:39:50,34,2021-12-15T11:24:54.584Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:39:1,2341,49,,FR,680,FEMALE,90,2748,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-MBI782zx08yKdWreLKbU-40,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:46:2,31,2021-12-15T11:31:06.264Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:45:20,2720,35,,FR,570,FEMALE,69,2089,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-aXpYMUA1CibmXw6Vcl9D-1,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:47:28,39,2021-12-15T11:32:32.174Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:46:43,2803,36,,FR,740,FEMALE,93,2827,alnft5S1MAWbusoVXbvafncTjOX2
