lot_identifier,main_cam_url,main_cam_lot_seek_hms,main_cam_lot_duration_secs,main_lot_startedAt,secondary_cam_url,secondary_cam_lot_seek_hms,secondary_cam_lot_seek_secs,secondary_cam_lot_duration_secs,cat_noInLot,cat_breedCode,cat_weightKgs,cat_sex,cat_ageInMonths,cat_ageInDays,owner_id
zLMmRrQZKBn7d2lk9a4q-XjYWYOZIqA3xueBH2SxF-99,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:48:7,28,2021-12-15T11:33:11.961Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:47:28,2848,39,,FR,540,FEMALE,77,2350,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-zTbuWLcnV2pbKCDmQ3IB-7,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:49:28,29,2021-12-15T11:34:32.796Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:48:45,2925,31,,FR,760,FEMALE,55,1670,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-KBdQWaLTGbM1OkTJ9KE4-93,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:51:1,39,2021-12-15T11:36:05.985Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:50:32,3032,21,,FR,600,FEMALE,43,1314,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-JxaJxM3aJqT71qH5EOyE-94,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:52:13,36,2021-12-15T11:37:17.057Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:51:42,3102,30,,FR,700,FEMALE,129,3936,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-plHkWGt7VfLbSSQB3DZ3-98,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:52:49,31,2021-12-15T11:37:53.511Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:52:13,3133,36,,FR,570,FEMALE,83,2520,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-FzQAaV7VsNvvjKhxP6PI-97,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:54:19,17,2021-12-15T11:39:23.520Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:53:21,3201,43,,FR,550,FEMALE,123,3744,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-ap1tMKZqMNyUOgXsREdx-13,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,0:58:3,46,2021-12-15T11:43:07.961Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,0:57:25,3445,37,,FR,720,FEMALE,70,2123,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-d0gLVqtsf63rnKF8NVoy-14,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,1:0:58,19,2021-12-15T11:46:02.432Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,1:0:19,3619,33,,FR,560,FEMALE,38,1156,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-senEV5wk8Qcibst983XC-11,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,1:2:16,21,2021-12-15T11:47:20.773Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,1:1:30,3690,36,,FR,730,FEMALE,57,1740,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-LUsUS0rwfMIk7iFh2q94-16,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,1:2:49,37,2021-12-15T11:47:53.463Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,1:2:16,3736,21,,FR,780,FEMALE,66,2023,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-NmP0bXKsBVNgHDsSOyWw-566,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,1:32:1,92,2021-12-15T12:17:05.991Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,1:30:29,5429,48,,FR,780,MALE,28,848,alnft5S1MAWbusoVXbvafncTjOX2
zLMmRrQZKBn7d2lk9a4q-DVbTsmGjqlSHJM8hKB8F-566,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-db46035-1639565104.mp4,2:50:19,32,2021-12-15T13:35:23.311Z,https://storage.googleapis.com/marteye-replays/mp4/alnft5S-C-91600f4-1639565108.mp4,2:49:46,10186,25,,FR,780,MALE,28,848,alnft5S1MAWbusoVXbvafncTjOX2
